date,country,market,category,commodity,unit,currency,pricetype,price,usdprice,latitude,longitude
2024-09-01,Uganda,Kasese,cereals and tubers,Beans,KG,UGX,Retail,11281.59,3.0491,-0.2248,34.7513
2024-10-01,Uganda,Kasese,cereals and tubers,Beans,KG,UGX,Retail,10868.69,2.9375,2.695,34.8298
2024-11-01,Uganda,Kasese,cereals and tubers,Beans,KG,UGX,Retail,9599.33,2.5944,3.7011,34.0628
2024-12-01,Uganda,Kasese,cereals and tubers,Beans,KG,UGX,Retail,8085.69,2.1853,3.9366,33.1319
2025-01-01,Uganda,Kasese,cereals and tubers,Beans,KG,UGX,Retail,7588.57,2.051,0.3519,30.0441
2025-02-01,Uganda,Kasese,cereals and tubers,Beans,KG,UGX,Retail,7161.48,1.9355,3.0782,34.7054
2025-03-01,Uganda,Kasese,cereals and tubers,Beans,KG,UGX,Retail,6859.87,1.854,-0.3228,32.6857
2025-04-01,Uganda,Kasese,cereals and tubers,Beans,KG,UGX,Retail,7552.91,2.0413,-0.4965,32.7408
2025-05-01,Uganda,Kasese,cereals and tubers,Beans,KG,UGX,Retail,7695.74,2.0799,3.8717,30.9781
2025-06-01,Uganda,Kasese,cereals and tubers,Beans,KG,UGX,Retail,8414.48,2.2742,3.6121,33.5737
2025-07-01,Uganda,Kasese,cereals and tubers,Beans,KG,UGX,Retail,9690.52,2.6191,-0.0159,34.844
2025-08-01,Uganda,Kasese,cereals and tubers,Beans,KG,UGX,Retail,9785.7,2.6448,-0.8326,34.8843
2025-09-01,Uganda,Kasese,cereals and tubers,Beans,KG,UGX,Retail,9790.48,2.6461,2.7544,30.4651
2025-10-01,Uganda,Kasese,cereals and tubers,Beans,KG,UGX,Retail,9606.01,2.5962,3.2923,31.3759
2025-11-01,Uganda,Kasese,cereals and tubers,Beans,KG,UGX,Retail,9007.82,2.4345,-1.4376,32.9617
2025-12-01,Uganda,Kasese,cereals and tubers,Beans,KG,UGX,Retail,8034.98,2.1716,3.4229,31.131
2026-01-01,Uganda,Kasese,cereals and tubers,Beans,KG,UGX,Retail,7387.27,1.9966,3.9746,34.8098
2026-02-01,Uganda,Kasese,cereals and tubers,Beans,KG,UGX,Retail,7177.59,1.9399,3.7918,30.4739
2026-03-01,Uganda,Kasese,cereals and tubers,Beans,KG,UGX,Retail,7755.38,2.096,-0.3363,32.1854
2026-04-01,Uganda,Kasese,cereals and tubers,Beans,KG,UGX,Retail,8122.2,2.1952,3.3161,29.6225
2026-05-01,Uganda,Kasese,cereals and tubers,Beans,KG,UGX,Retail,9151.86,2.4735,4.1662,32.7823
2026-06-01,Uganda,Kasese,cereals and tubers,Beans,KG,UGX,Retail,9882.91,2.6711,0.7173,31.3418
2026-07-01,Uganda,Kasese,cereals and tubers,Beans,KG,UGX,Retail,11594.93,3.1338,1.0336,32.3371
2018-01-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,3962.39,1.0709,1.4418,29.7511
2018-02-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,3890.87,1.0516,0.6155,34.3787
2018-03-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,3877.34,1.0479,-0.8721,32.2721
2018-04-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,4067.65,1.0994,1.2428,33.3669
2018-05-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,4257.99,1.1508,-0.9501,32.3839
2018-06-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,4818.07,1.3022,1.7056,30.5016
2018-07-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5406.49,1.4612,-1.2473,33.6021
2018-08-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5860.7,1.584,0.3834,34.9405
2018-09-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5574.4,1.5066,1.5754,34.9488
2018-10-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5073.92,1.3713,-0.7135,32.7917
2018-11-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,4452.57,1.2034,2.2218,34.6801
2018-12-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,3750.41,1.0136,-1.0589,32.1884
2019-01-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,3442.72,0.9305,0.5441,29.7464
2019-02-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,3145.94,0.8503,2.3883,30.0645
2019-03-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,3167.05,0.856,-0.7412,32.17
2019-04-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,3403.01,0.9197,-0.8785,33.3681
2019-05-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,3744.51,1.012,-0.6177,32.7996
2019-06-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,4336.39,1.172,-1.3119,31.9298
2019-07-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5354.26,1.4471,1.6043,34.9648
2019-08-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5817.13,1.5722,1.7835,34.5639
2019-09-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,6373.77,1.7226,2.9524,32.5627
2019-10-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5983.89,1.6173,3.8153,29.6038
2019-11-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5466.52,1.4774,1.3368,32.8765
2019-12-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,4958.53,1.3401,-0.0128,29.9564
2020-01-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,4651.61,1.2572,2.0561,34.3167
2020-02-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,4437.7,1.1994,0.0846,31.4132
2020-03-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,4179.76,1.1297,1.3384,34.6557
2020-04-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,4462.33,1.206,1.3221,31.4833
2020-05-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5286.71,1.4288,1.9899,33.2923
2020-06-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,6097.11,1.6479,-1.3475,30.0107
2020-07-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,6359.78,1.7189,2.7535,34.7205
2020-08-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,7022.93,1.8981,1.5492,31.3385
2020-09-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,6862.52,1.8547,0.1401,33.3466
2020-10-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,6307.57,1.7047,-0.9001,30.4404
2020-11-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5583.71,1.5091,3.3139,34.9961
2020-12-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5308.96,1.4349,1.5415,33.8492
2021-01-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,4472.03,1.2087,3.1136,33.6952
2021-02-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,4160.33,1.1244,-1.369,30.6919
2021-03-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,3723.42,1.0063,3.865,33.0478
2021-04-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,3952.76,1.0683,1.284,33.8119
2021-05-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,4554.69,1.231,-0.9612,33.256
2021-06-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5004.35,1.3525,0.3559,32.0555
2021-07-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5902.95,1.5954,3.7537,34.1736
2021-08-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,6909.48,1.8674,3.9979,31.2981
2021-09-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,6967.25,1.883,2.4801,29.6856
2021-10-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,6963.53,1.882,-1.4382,32.47
2021-11-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,6197.4,1.675,3.7106,33.0783
2021-12-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5157.72,1.394,0.212,32.791
2022-01-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,4580.44,1.238,-1.1032,31.411
2022-02-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,4499.61,1.2161,0.3436,32.958
2022-03-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,4511.9,1.2194,3.8388,30.479
2022-04-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,4930.25,1.3325,3.4156,33.1975
2022-05-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5736.13,1.5503,0.7509,31.8211
2022-06-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,6677.64,1.8048,2.3251,34.6171
2022-07-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,7524.47,2.0336,1.6179,32.8934
2022-08-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,8159.73,2.2053,3.2833,33.159
2022-09-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,7739.42,2.0917,3.8719,33.169
2022-10-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,7651.82,2.0681,0.921,32.1635
2022-11-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,6995.02,1.8905,2.9255,30.0237
2022-12-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5960.14,1.6108,2.8882,34.9581
2023-01-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5326.88,1.4397,0.0094,32.1102
2023-02-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,4878.29,1.3185,-1.3465,32.5135
2023-03-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5022.8,1.3575,0.8716,31.5973
2023-04-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5562.44,1.5034,1.2219,33.9096
2023-05-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,6233.2,1.6846,3.2321,34.048
2023-06-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,7065.01,1.9095,2.2384,33.2829
2023-07-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,8197.93,2.2157,2.9105,31.2572
2023-08-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,9182.01,2.4816,4.1439,30.5648
2023-09-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,9295.65,2.5123,-0.6895,34.9898
2023-10-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,8702.47,2.352,-0.4156,33.3518
2023-11-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,7816.03,2.1124,1.5042,34.9064
2023-12-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,6875.12,1.8581,2.0387,32.8749
2024-01-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,6343.55,1.7145,3.6268,32.5856
2024-02-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5606.55,1.5153,-0.9964,30.1784
2024-03-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5573.73,1.5064,-0.0732,34.4978
2024-04-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,6430.35,1.7379,4.1084,34.1001
2024-05-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,6896.38,1.8639,-1.0095,33.9386
2024-06-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,7499.04,2.0268,-0.0056,33.9267
2024-07-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,8144.52,2.2012,2.8756,34.4054
2024-08-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,8330.04,2.2514,2.9438,31.4586
2024-09-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,8656.74,2.3397,2.3745,32.7041
2024-10-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,7762.75,2.098,1.1777,32.9439
2024-11-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,6924.76,1.8716,-0.0151,31.384
2024-12-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5725.4,1.5474,0.735,33.2688
2025-01-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5266.84,1.4235,3.5719,33.6915
2025-02-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,4843.49,1.3091,0.526,33.4443
2025-03-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,4801.58,1.2977,1.3696,31.316
2025-04-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,4975.68,1.3448,4.1837,34.6186
2025-05-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5329.22,1.4403,-0.3542,34.938
2025-06-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5995.69,1.6205,4.0066,29.8299
2025-07-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,6416.3,1.7341,2.3603,34.4988
2025-08-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,6716.56,1.8153,0.3075,32.7762
2025-09-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,6581.82,1.7789,2.3476,34.3378
2025-10-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,6255.98,1.6908,-0.7923,33.4316
2025-11-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5496.87,1.4856,1.2665,31.085
2025-12-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,4765.76,1.288,3.1763,31.5666
2026-01-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,4427.42,1.1966,0.6075,30.1808
2026-02-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,4223.75,1.1416,1.3187,30.0313
2026-03-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,4368.51,1.1807,3.032,32.5671
2026-04-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,4677.36,1.2642,3.9394,32.0169
2026-05-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5135.88,1.3881,-0.1818,33.1511
2026-06-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,5714.28,1.5444,2.4046,33.2004
2026-07-01,Uganda,Kasese,cereals and tubers,Rice,KG,UGX,Retail,6693.32,1.809,-0.6004,31.1439
2018-01-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,719.16,0.1944,3.1992,33.284
2018-02-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,682.6,0.1845,2.3312,32.3173
2018-03-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,704.41,0.1904,-0.3536,30.3576
2018-04-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,686.23,0.1855,0.321,33.8537
2018-05-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,830.74,0.2245,-0.8649,30.271
2018-06-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,922.81,0.2494,-0.3474,29.6754
2018-07-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1004.02,0.2714,4.1789,31.417
2018-08-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1026.86,0.2775,1.3256,30.8386
2018-09-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,948.09,0.2562,0.7837,34.4429
2018-10-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,914.57,0.2472,2.5644,30.7647
2018-11-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,882.36,0.2385,0.2409,33.9107
2018-12-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,785.24,0.2122,2.2762,31.3454
2019-01-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,789.95,0.2135,0.3411,31.5699
2019-02-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,770.72,0.2083,1.8943,30.9181
2019-03-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,807.16,0.2182,3.3793,32.2585
2019-04-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,930.47,0.2515,1.2844,32.9423
2019-05-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1033.3,0.2793,-1.4143,32.4796
2019-06-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1162.3,0.3141,-0.9538,33.6278
2019-07-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1348.09,0.3643,-1.1892,33.9371
2019-08-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1353.01,0.3657,-0.128,33.3127
2019-09-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1356.98,0.3668,2.6106,32.11
2019-10-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1314.32,0.3552,0.7403,31.4958
2019-11-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1122.46,0.3034,-1.2797,30.6107
2019-12-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,976.08,0.2638,1.8991,29.6276
2020-01-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,930.89,0.2516,0.6574,33.002
2020-02-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,864.89,0.2338,1.013,32.5947
2020-03-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,790.9,0.2138,-0.8244,33.8828
2020-04-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,847.57,0.2291,3.1254,34.717
2020-05-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,903.63,0.2442,2.2182,30.509
2020-06-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1159.27,0.3133,1.8092,31.013
2020-07-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1384.75,0.3743,1.843,34.7282
2020-08-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1459.17,0.3944,3.5004,32.5519
2020-09-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1450.47,0.392,2.8168,30.1671
2020-10-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1451.38,0.3923,4.1071,34.548
2020-11-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1176.19,0.3179,-1.1445,31.0542
2020-12-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1060.96,0.2867,-0.99,32.0377
2021-01-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1028.08,0.2779,3.5151,32.3976
2021-02-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,948.4,0.2563,1.4885,30.2072
2021-03-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1048.78,0.2835,2.0245,32.8438
2021-04-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1070.31,0.2893,0.1772,29.9531
2021-05-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1224.76,0.331,0.8744,32.278
2021-06-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1381.18,0.3733,4.1309,33.8993
2021-07-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1420.64,0.384,1.9666,32.217
2021-08-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1547.26,0.4182,4.1847,33.6193
2021-09-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1402.67,0.3791,1.365,31.6174
2021-10-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1355.88,0.3665,2.7717,30.8287
2021-11-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1224.17,0.3309,-0.8514,30.7683
2021-12-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1079.42,0.2917,-0.675,33.9813
2022-01-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,844.33,0.2282,2.2821,34.5158
2022-02-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,805.13,0.2176,3.2079,31.0102
2022-03-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,721.31,0.1949,2.6769,33.7971
2022-04-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,743.36,0.2009,2.7186,30.8508
2022-05-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,838.3,0.2266,3.8696,32.5908
2022-06-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,940.73,0.2543,1.9154,34.5923
2022-07-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,987.78,0.267,-0.0102,34.3774
2022-08-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1091.32,0.295,1.0136,34.1967
2022-09-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,1153.99,0.3119,0.1574,33.2107
2022-10-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,960.64,0.2596,2.496,32.4456
2022-11-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,881.13,0.2381,2.7742,32.5961
2022-12-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,793.4,0.2144,2.74,34.9196
2023-01-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,697.75,0.1886,-1.1192,33.8097
2023-02-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,669.04,0.1808,-0.9882,32.8696
2023-03-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,673.02,0.1819,-0.376,31.9485
2023-04-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,710.38,0.192,0.855,34.3304
2023-05-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,818.51,0.2212,2.8979,33.8017
2023-06-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,863.12,0.2333,1.575,30.4292
2023-07-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,906.59,0.245,1.5305,30.8133
2023-08-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,932.05,0.2519,2.0124,29.9055
2023-09-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,851.44,0.2301,3.393,31.0982
2023-10-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,767.47,0.2074,-0.9653,34.6249
2023-11-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,665.67,0.1799,1.3019,32.6771
2023-12-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,539.67,0.1459,2.6341,29.6788
2024-01-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,511.07,0.1381,-0.4237,33.0308
2024-02-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,514.36,0.139,-1.1373,34.2033
2024-03-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,517.66,0.1399,-1.0632,30.3734
2024-04-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,521.0,0.1408,-0.8464,33.6947
2024-05-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,577.58,0.1561,0.8414,33.5147
2024-06-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,627.15,0.1695,3.4677,33.1314
2024-07-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,751.16,0.203,1.5773,31.001
2024-08-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,855.95,0.2313,0.9829,34.4426
2024-09-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,841.56,0.2274,1.554,33.542
2024-10-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,842.08,0.2276,-0.9781,34.7431
2024-11-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,710.14,0.1919,3.5962,33.1403
2024-12-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,610.98,0.1651,0.8772,30.6576
2025-01-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,571.8,0.1545,2.576,29.7621
2025-02-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,555.5,0.1501,1.0646,32.2447
2025-03-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,559.08,0.1511,-1.012,32.7765
2025-04-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,579.66,0.1567,2.0572,32.6012
2025-05-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,675.02,0.1824,1.1314,31.2635
2025-06-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,731.25,0.1976,2.8873,29.6643
2025-07-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,802.57,0.2169,1.5272,32.1712
2025-08-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,829.29,0.2241,3.3088,33.6587
2025-09-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,828.84,0.224,0.9448,29.7975
2025-10-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,756.47,0.2045,0.9551,31.3332
2025-11-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,597.93,0.1616,2.7986,32.4245
2025-12-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,592.3,0.1601,3.7534,30.2094
2026-01-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,596.11,0.1611,1.0221,34.7118
2026-02-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,599.94,0.1621,0.8157,33.9201
2026-03-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,603.8,0.1632,-1.0284,31.5222
2026-04-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,678.02,0.1832,-1.4469,32.3819
2026-05-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,779.04,0.2106,3.3931,30.8553
2026-06-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,861.2,0.2328,-0.523,31.0216
2026-07-01,Uganda,Kasese,cereals and tubers,Cassava,KG,UGX,Retail,997.37,0.2696,4.1873,30.9098
2018-01-01,Uganda,Kasese,cereals and tubers,Sorghum,KG,UGX,Retail,963.28,0.2603,0.688,32.0076
2018-02-01,Uganda,Kasese,cereals and tubers,Sorghum,KG,UGX,Retail,974.49,0.2634,-0.6581,31.8941
2018-03-01,Uganda,Kasese,cereals and tubers,Sorghum,KG,UGX,Retail,1010.37,0.2731,3.3161,33.6584
